Symbol,Company_name,Face_value,Close ,Change_%,Open,High,Low,Avg_price,Volume,Turnover,No_of_trades,52_High,52_Min,Date
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.68,-0.23,18.85,18.898,18.65,18.7727,12134,227787.996,149,18.946,13.83,2023-01-01
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.4,0.69,18.25,18.44,18.25,18.327,6348,116339.824,149,18.946,15.428,2023-01-02
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,17.344,0.0,17.45,17.63,17.344,17.3923,3518,61186.4,51,18.946,15.64,2023-01-03
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,17.42,0.81,17.432,17.45,17.3,17.4057,4018,69936.152,47,18.946,15.64,2023-01-04
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,17.6,1.85,17.3,17.6,17.3,17.4493,3260,56885.0,75,18.946,15.64,2023-01-05
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.37,1.31,18.1,18.374,18.094,18.1605,7381,134043.384,127,18.946,15.64,2023-01-06
STK,STK EMERGENT,200,63.0,-3.08,60.5,63.0,60.0,61.3389,118,7238.0,8,66.5,54.0,2023-01-06
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.36,0.92,18.374,18.374,18.074,18.1915,9986,181660.874,124,18.946,15.64,2023-01-07
STK,STK EMERGENT,200,64.0,1.59,64.0,64.0,64.0,64.0,1,64.0,1,66.5,54.0,2023-01-07
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.242,0.36,18.36,18.374,18.2,18.3455,4050,74299.552,81,18.946,15.64,2023-01-08
STK,STK EMERGENT,200,60.0,-6.25,60.0,60.0,60.0,62.4961,35230,2201740.0,6,66.5,54.0,2023-01-08
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.348,0.77,18.37,18.37,18.2,18.3121,8538,156348.918,152,18.946,15.64,2023-01-09
STK,STK EMERGENT,200,62.5,4.17,60.0,62.5,60.0,60.6333,45,2728.5,5,66.5,54.0,2023-01-09
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.176,-0.01,18.348,18.348,18.0,18.1694,7422,134853.576,135,18.946,15.64,2023-01-10
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,17.89,-1.3,18.22,18.22,17.76,17.946,8055,144555.606,142,18.946,15.64,2023-01-11
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,17.858,-0.18,17.902,18.198,17.78,17.9063,6862,122873.41,122,18.946,15.64,2023-01-12
STK,STK EMERGENT,200,64.0,0.0,63.0,64.0,63.0,63.0322,310,19540.0,3,66.5,54.0,2023-01-12
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.12,1.22,17.8,18.136,17.8,17.8973,7821,139975.44,137,18.946,15.64,2023-01-13
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.152,-0.02,18.156,18.156,17.998,18.1127,5381,97464.92,77,18.946,15.64,2023-01-14
STK,STK EMERGENT,200,64.5,0.78,64.0,64.5,64.0,64.0004,4891,313026.0,4,66.5,54.0,2023-01-14
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.162,-0.38,18.25,18.3,18.15,18.228,3426,62449.38,69,18.946,15.64,2023-01-15
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.3,-0.03,18.25,18.306,18.24,18.2755,3120,57019.57,72,18.946,15.64,2023-01-16
STK,STK EMERGENT,200,64.5,0.0,63.5,64.5,63.5,63.75,4,255.0,2,66.5,54.0,2023-01-16
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.242,0.15,18.298,18.3,18.16,18.2538,3077,56167.104,71,18.946,15.64,2023-01-17
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.266,0.37,18.27,18.27,18.18,18.2481,7324,133649.386,74,18.946,15.64,2023-01-18
STK,STK EMERGENT,200,64.5,0.0,64.0,64.5,64.0,64.0002,8304,531458.0,3,66.5,54.0,2023-01-18
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,17.83,-1.84,18.22,18.22,17.78,17.9159,20182,361579.832,230,18.946,15.64,2023-01-19
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,17.564,-0.3,17.884,17.884,17.49,17.5597,13769,241779.544,206,18.946,15.64,2023-01-20
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,17.59,0.31,17.59,17.638,17.5,17.5966,10834,190642.018,144,18.946,15.64,2023-01-21
STK,STK EMERGENT,200,67.0,3.88,64.5,67.0,64.5,65.7432,74,4865.0,7,67.0,54.0,2023-01-21
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.212,1.75,17.854,18.4,17.854,18.1305,12135,220013.926,104,18.946,15.64,2023-01-22
STK,STK EMERGENT,200,67.5,0.75,67.0,67.5,67.0,67.05,10,670.5,4,67.5,54.0,2023-01-22
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.3,2.06,18.2,18.326,18.2,18.2899,5747,105112.296,107,18.946,15.64,2023-01-23
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.364,0.85,18.31,18.37,18.21,18.3294,8417,154279.05,150,18.946,15.64,2023-01-24
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.43,0.32,18.37,18.43,18.364,18.3868,7611,139942.42,129,18.946,15.64,2023-01-25
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.5,1.26,18.44,18.5,18.438,18.4824,8138,150410.554,137,18.946,15.64,2023-01-26
STK,STK EMERGENT,200,71.0,4.41,68.0,71.0,65.0,65.0829,6269,408005.0,11,71.0,54.0,2023-01-26
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.03,-0.13,18.498,18.498,18.02,18.1688,14325,260269.47,185,18.876,15.64,2023-01-27
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.194,0.91,18.188,18.232,18.11,18.1551,6711,121839.362,90,18.876,15.64,2023-01-28
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.178,0.97,18.16,18.204,18.132,18.1769,6016,109352.548,74,18.876,15.64,2023-01-29
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.296,1.39,18.244,18.6,18.178,18.2516,5615,102483.196,86,18.876,15.64,2023-01-30
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.32,1.29,18.406,18.406,18.25,18.354,9171,168324.81,129,18.876,15.64,2023-01-31
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.34,0.84,18.37,18.376,18.32,18.3547,4277,78503.15,65,18.876,15.64,2023-02-01
STK,STK EMERGENT,200,70.0,-1.41,69.5,70.0,69.5,69.5227,22,1529.5,3,71.0,54.0,2023-02-01
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.224,-0.04,18.286,18.332,18.12,18.2247,9705,176871.242,183,18.876,15.64,2023-02-02
STK,STK EMERGENT,200,70.0,0.0,70.0,70.0,70.0,70.0,30,2100.0,1,71.0,54.0,2023-02-02
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.306,1.18,18.45,18.45,18.224,18.286,6769,123777.992,113,18.876,15.64,2023-02-03
STK,STK EMERGENT,200,71.5,2.14,67.0,71.5,67.0,67.0122,3024,202645.0,12,71.5,54.0,2023-02-03
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.284,1.69,18.306,18.346,18.282,18.3116,7571,138637.23,141,18.876,15.64,2023-02-04
STK,STK EMERGENT,200,73.0,2.1,72.5,73.0,69.0,69.0325,1029,71034.5,7,73.0,54.0,2023-02-04
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.4,0.11,18.48,18.48,18.39,18.4372,8053,148475.474,127,18.876,15.64,2023-02-05
STK,STK EMERGENT,200,73.0,0.0,73.0,73.0,73.0,73.0,10,730.0,1,73.0,54.0,2023-02-05
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.48,0.83,18.464,18.5,18.45,18.4697,11201,206879.528,188,18.876,15.64,2023-02-06
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.462,0.82,18.552,18.552,18.37,18.457,12358,228091.954,226,18.876,15.64,2023-02-07
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.384,0.77,18.422,18.434,18.36,18.4045,9210,169505.808,169,18.876,15.64,2023-02-08
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.5,1.23,18.6,18.6,18.4,18.4535,8253,152296.766,151,18.876,15.64,2023-02-09
STK,STK EMERGENT,200,67.0,-8.22,67.5,67.5,67.0,67.0241,248,16622.0,5,73.0,54.0,2023-02-09
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.47,0.54,18.66,18.66,18.292,18.4811,12768,235967.022,242,18.876,15.64,2023-02-10
STK,STK EMERGENT,200,69.5,3.73,69.5,69.5,69.5,69.5,1,69.5,1,73.0,54.0,2023-02-10
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.56,0.49,18.51,18.592,18.47,18.5085,16504,305464.392,150,18.876,15.64,2023-02-11
STK,STK EMERGENT,200,73.0,5.04,69.5,73.0,69.5,70.9376,746,52919.5,4,73.0,54.0,2023-02-11
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.562,0.13,18.588,18.642,18.5,18.5951,6498,120831.196,155,18.876,15.64,2023-02-12
STK,STK EMERGENT,200,74.0,1.37,74.0,74.0,74.0,74.0,1,74.0,1,74.0,54.0,2023-02-12
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.574,-0.03,18.64,18.64,18.48,18.5386,12467,231121.792,175,18.876,15.64,2023-02-13
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.56,-0.22,18.602,18.602,18.5,18.5505,8549,158588.512,159,18.876,15.64,2023-02-14
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.528,0.13,18.65,18.65,18.52,18.5786,6120,113701.624,115,18.876,15.64,2023-02-15
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.36,1.06,18.564,18.65,18.36,18.4394,7708,142130.952,177,18.876,15.64,2023-02-16
PTENGETF,FONDUL DESCHIS DE INVESTITII ETF ENERGIE PATRIA-TRADEVILLE,5,5.047,0.38,5.089,5.4,5.045,5.0666,253280,1283285.789,871,5.047,5.047,2023-02-16
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.466,0.35,18.456,18.48,18.398,18.4466,2535,46762.334,55,18.876,15.64,2023-02-17
PTENGETF,FONDUL DESCHIS DE INVESTITII ETF ENERGIE PATRIA-TRADEVILLE,5,5.079,1.36,5.059,5.08,5.047,5.0587,60443,305764.729,230,5.079,5.047,2023-02-17
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.484,0.03,18.564,18.564,18.4,18.4756,4190,77412.9,93,18.876,15.64,2023-02-18
PTENGETF,FONDUL DESCHIS DE INVESTITII ETF ENERGIE PATRIA-TRADEVILLE,5,5.089,0.97,5.085,5.091,5.061,5.0786,34670,176076.728,149,5.089,5.047,2023-02-18
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.448,-0.35,18.65,18.65,18.39,18.4888,10862,200825.618,190,18.876,15.64,2023-02-19
PTENGETF,FONDUL DESCHIS DE INVESTITII ETF ENERGIE PATRIA-TRADEVILLE,5,5.115,1.33,5.14,5.14,5.097,5.1096,38599,197226.263,198,5.115,5.047,2023-02-19
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.442,-0.22,18.546,18.546,18.4,18.4599,8638,159457.024,163,18.876,15.64,2023-02-20
PTENGETF,FONDUL DESCHIS DE INVESTITII ETF ENERGIE PATRIA-TRADEVILLE,5,5.108,0.71,5.126,5.126,5.1,5.1119,23175,118470.367,114,5.115,5.047,2023-02-20
STK,STK EMERGENT,200,72.5,-2.03,72.5,72.5,72.5,72.5,10,725.0,1,74.0,54.0,2023-02-20
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.588,0.82,18.56,18.59,18.528,18.5467,9848,182648.256,141,18.876,15.64,2023-02-21
PTENGETF,FONDUL DESCHIS DE INVESTITII ETF ENERGIE PATRIA-TRADEVILLE,5,5.281,1.07,5.226,5.284,5.22,5.2546,55949,293990.963,182,5.281,5.047,2023-02-21
STK,STK EMERGENT,200,71.5,-1.38,71.5,71.5,71.5,71.5,2,143.0,1,74.0,54.0,2023-02-21
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.66,0.39,18.6,18.672,18.6,18.6509,18071,337040.422,243,18.876,15.64,2023-02-22
PTENGETF,FONDUL DESCHIS DE INVESTITII ETF ENERGIE PATRIA-TRADEVILLE,5,5.327,0.87,5.303,5.46,5.3,5.3373,70483,376188.946,217,5.327,5.047,2023-02-22
STK,STK EMERGENT,200,66.0,-5.71,66.5,66.5,66.0,66.3157,19,1260.0,2,74.0,54.0,2023-02-22
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.73,1.9,18.604,18.73,18.6,18.6669,5575,104068.444,154,18.876,15.86,2023-02-23
PTENGETF,FONDUL DESCHIS DE INVESTITII ETF ENERGIE PATRIA-TRADEVILLE,5,5.23,0.58,5.299,5.299,5.23,5.245,20458,107303.797,89,5.327,5.047,2023-02-23
STK,STK EMERGENT,200,69.5,5.3,69.5,69.5,69.5,69.5,1,69.5,1,74.0,57.5,2023-02-23
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.438,-1.4,18.7,18.7,18.3,18.4322,28793,530719.754,506,18.876,15.86,2023-02-24
PTENGETF,FONDUL DESCHIS DE INVESTITII ETF ENERGIE PATRIA-TRADEVILLE,5,5.084,-3.16,5.209,5.209,5.075,5.0997,58610,298899.131,230,5.327,5.047,2023-02-24
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.5,2.11,18.5,18.5,18.366,18.4358,11096,204564.678,209,18.876,15.86,2023-02-25
PTENGETF,FONDUL DESCHIS DE INVESTITII ETF ENERGIE PATRIA-TRADEVILLE,5,5.158,1.46,5.123,5.158,5.071,5.0963,39822,202946.949,102,5.327,5.047,2023-02-25
STK,STK EMERGENT,200,69.0,-0.72,67.0,69.0,66.0,66.1695,171,11315.0,5,74.0,57.5,2023-02-25
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.418,-0.99,18.34,18.564,18.34,18.4743,7164,132350.6,147,18.876,15.86,2023-02-26
PTENGETF,FONDUL DESCHIS DE INVESTITII ETF ENERGIE PATRIA-TRADEVILLE,5,5.09,1.17,5.07,5.132,5.07,5.1054,8540,43600.321,65,5.327,5.047,2023-02-26
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.222,-0.95,18.3,18.3,18.19,18.242,11459,209035.928,163,18.876,15.86,2023-02-27
PTENGETF,FONDUL DESCHIS DE INVESTITII ETF ENERGIE PATRIA-TRADEVILLE,5,5.041,-0.3,5.1,5.1,5.041,5.0569,18716,94645.279,106,5.327,5.041,2023-02-27
STK,STK EMERGENT,200,69.5,-0.71,66.5,69.5,66.5,67.25,4,269.0,2,74.0,57.5,2023-02-27
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.25,1.29,18.3,18.3,18.06,18.1742,17555,319049.082,204,18.876,15.86,2023-02-28
PTENGETF,FONDUL DESCHIS DE INVESTITII ETF ENERGIE PATRIA-TRADEVILLE,5,4.978,-1.25,5.041,5.041,4.9605,4.9953,19236,96090.713,128,5.327,4.978,2023-02-28
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.3,3.44,18.3,18.3,18.2,18.2543,6209,113341.324,93,18.876,15.86,2023-03-01
PTENGETF,FONDUL DESCHIS DE INVESTITII ETF ENERGIE PATRIA-TRADEVILLE,5,5.006,0.56,5.035,5.035,4.975,4.9881,5561,27739.2415,46,5.327,4.978,2023-03-01
TVBETETF,FONDUL DESCHIS DE INVESTITII ETF BET PATRIA-TRADEVILLE,5,18.034,-1.45,18.3,18.3,18.0,18.1075,13068,236630.102,232,18.876,15.86,2023-03-02
PTENGETF,FONDUL DESCHIS DE INVESTITII ETF ENERGIE PATRIA-TRADEVILLE,5,4.905,-2.02,5.059,5.059,4.9035,4.9382,17377,85811.167,107,5.327,4.905,2023-03-02
